Total Volume, Total Energy, Total Energy (Particle) 
2.057600, 149060.182193, 104632.054978
2.056000, 149325.141684, 101907.891466
2.063600, 149835.151930, 99018.855396
2.067200, 149795.216142, 95960.661751
2.068000, 150319.620479, 92741.907867
2.062400, 149777.719530, 89368.964300
2.044000, 148519.830871, 85883.458324
2.038400, 147546.768867, 82372.167358
2.032400, 143602.525706, 78895.238580
2.030400, 139934.433805, 75485.259958
1.999200, 134166.576010, 72158.903204
1.980400, 128803.560739, 68947.755825
1.959600, 123224.559695, 65878.493448
1.932000, 119131.093504, 62858.131938
1.908000, 115318.925458, 59886.030230
1.903600, 112081.956685, 57095.872611
1.854000, 104913.881696, 54390.159440
1.791200, 95818.193015, 51969.603538
1.727200, 85139.498506, 49989.340691
1.708400, 73050.707231, 48570.253535
1.688400, 67911.119993, 47417.968407
1.684000, 65228.697016, 46428.734558
1.679200, 63452.411452, 45619.280393
1.670000, 56686.476338, 44954.776286
1.663200, 54262.588295, 44420.415532
1.662800, 52091.479730, 43909.020390
1.643600, 50864.933630, 43387.547497
1.641600, 50596.432670, 42874.962338
1.639600, 49105.767757, 42439.118392
1.644400, 47908.593945, 42031.084605
1.637600, 45582.793296, 41685.153902
1.636000, 44875.224609, 41371.129631
1.648400, 45029.101413, 41078.037099
1.644400, 43891.871363, 40807.951340
1.654000, 44010.877751, 40556.669352
1.654000, 43220.073755, 40316.524281
1.650000, 42698.652599, 40087.268588
1.655600, 42446.638172, 39873.500977
1.647200, 42199.244207, 39666.642408
1.656400, 43261.295766, 39481.039602
1.646400, 43295.051483, 39325.391564
1.639200, 41502.320208, 39227.885102
1.636000, 40340.966039, 39111.574866
1.639200, 39879.089390, 39006.424844
1.643200, 39305.529119, 38913.923754
1.646400, 39003.437695, 38835.750949
1.646400, 38994.059098, 38749.763910
1.647200, 38536.415273, 38675.020135
1.643600, 38620.919159, 38606.148280
1.649600, 38576.625976, 38548.175229
1.644000, 38047.491581, 38500.114457
1.649600, 37931.541217, 38451.139982
1.644800, 37697.607313, 38402.854862
1.650000, 37819.457321, 38351.382891
1.644000, 37531.503893, 38300.635392
1.648400, 37632.944499, 38248.165196
1.644400, 37473.311760, 38195.200574
1.648400, 37603.412053, 38142.518077
1.641600, 37472.191039, 38064.622849
1.645200, 37520.862182, 38016.817512
1.641600, 37483.294329, 37946.475024
1.642000, 37421.589508, 37905.124364
