6.274978,0.947962,0.020362,0.00048,9.657003,0.500165,0.428615,3.697109
6.272364,0.939892,0.02032,0.00048,9.638015,0.501026,0.427978,3.691201
6.276481,0.939212,0.020325,0.00048,9.615871,0.500618,0.428464,3.667348
6.257751,0.935454,0.021297,0.000479,9.574216,0.500171,0.426206,3.668086
6.271371,0.921959,0.02123,0.000479,9.524921,0.499504,0.421277,3.627419
6.278224,0.918265,0.021175,0.000479,9.466153,0.498517,0.42059,3.60725
6.279859,0.91481,0.02168,0.000479,9.400738,0.49406,0.412832,3.626666
6.149432,0.911162,0.021644,0.000479,9.298573,0.47684,0.406521,3.585664
6.137222,0.910432,0.021586,0.000479,9.247981,0.475865,0.410874,3.578964
6.136156,0.909314,0.021581,0.000479,9.231846,0.476781,0.41106,3.580962
6.144082,0.904871,0.021522,0.000479,9.207193,0.477209,0.411344,3.578914
6.156591,0.905326,0.021561,0.000479,9.217978,0.477767,0.412735,3.576557
6.16275,0.907048,0.021566,0.000479,9.218516,0.478409,0.414504,3.565438
6.175125,0.911151,0.021565,0.000479,9.203854,0.479722,0.413522,3.561079
6.182869,0.912124,0.021572,0.000479,9.198792,0.479758,0.413519,3.558963
6.194845,0.913646,0.021575,0.000479,9.178839,0.481045,0.413797,3.564203
6.207125,0.913838,0.021572,0.000479,9.18097,0.482473,0.414113,3.565763
6.206888,0.914566,0.02158,0.000479,9.182941,0.483912,0.414271,3.555522
6.200552,0.913433,0.021586,0.000479,9.195765,0.48583,0.414255,3.564798
6.206511,0.912637,0.021601,0.000479,9.219696,0.487383,0.405229,3.560486
6.214357,0.912473,0.021605,0.000479,9.183844,0.48714,0.40398,3.560989
6.222349,0.912081,0.02157,0.000479,9.173035,0.4908,0.401744,3.560657
6.233785,0.89839,0.02211,0.000478,9.17435,0.488686,0.401751,3.562078
6.229285,0.899435,0.022109,0.000478,9.175384,0.488032,0.400961,3.557012
6.227365,0.90461,0.022066,3.2E-05,9.178516,0.489046,0.400923,3.551811
6.23087,0.905555,0.022064,3.2E-05,9.181884,0.492473,0.406684,3.545256
6.230483,0.910249,0.022063,3.2E-05,9.170216,0.488864,0.406599,3.539271
6.234201,0.910461,0.022056,3.2E-05,9.162868,0.490878,0.406495,3.542064
6.235097,0.903081,0.022054,3.2E-05,9.182401,0.491052,0.404651,3.551305
6.215851,0.903035,0.022053,3.2E-05,9.146352,0.491072,0.406678,3.555349
6.20951,0.905557,0.022013,3.2E-05,9.140439,0.487632,0.407658,3.547776
6.188019,0.910069,0.021973,3.1E-05,9.117817,0.488279,0.407586,3.564147
6.183336,0.909223,0.022688,3.1E-05,9.114313,0.488454,0.408157,3.566596
6.17537,0.905469,0.021594,3.1E-05,9.118557,0.487468,0.409325,3.56153
6.154233,0.903371,0.021593,3.1E-05,9.133821,0.491535,0.408586,3.561713
6.145776,0.903343,0.021637,3.1E-05,9.143666,0.493581,0.408711,3.567226
6.155453,0.905726,0.022697,3.1E-05,9.174429,0.492787,0.408722,3.54893
6.143294,0.911237,0.022709,3.2E-05,9.150104,0.491624,0.417739,3.552818
6.142545,0.909652,0.023769,3.2E-05,9.154466,0.491515,0.413963,3.555585
6.143091,0.912209,0.023771,3.2E-05,9.145503,0.490927,0.413822,3.552575
6.123615,0.910305,0.023765,3.2E-05,9.157325,0.490911,0.413618,3.558779
6.1192,0.908336,0.02373,3.1E-05,9.156025,0.490784,0.412379,3.558133
6.130283,0.909824,0.023724,3.1E-05,9.151876,0.49188,0.410677,3.551173
6.119392,0.906703,0.023721,3.1E-05,9.154482,0.48973,0.410549,3.566723
6.111848,0.910909,0.023716,3.1E-05,9.14973,0.490001,0.410537,3.564454
6.108624,0.910752,0.023715,3.1E-05,9.154109,0.489529,0.410385,3.555825
6.086465,0.910672,0.023706,3.1E-05,9.160452,0.489029,0.410361,3.548098
6.074132,0.923368,0.023662,3.1E-05,9.156247,0.488664,0.410232,3.551743
6.090533,0.922524,0.023661,3.1E-05,9.167405,0.487681,0.410231,3.538632
6.10168,0.921963,0.023651,3.1E-05,9.162261,0.486034,0.409305,3.534284
6.093915,0.923344,0.023646,3.1E-05,9.170836,0.493825,0.412674,3.527156
6.082191,0.924743,0.023643,3.1E-05,9.186136,0.490906,0.412657,3.523785
6.076912,0.926762,0.023104,3.2E-05,9.211775,0.49114,0.412687,3.518888
6.054535,0.942784,0.023145,3.2E-05,9.212941,0.491076,0.412593,3.517279
6.057463,0.937221,0.023146,3.2E-05,9.229121,0.490941,0.414808,3.522021
6.064549,0.936826,0.023146,3.2E-05,9.24999,0.484188,0.409032,3.524125
6.058863,0.931998,0.023142,3.2E-05,9.247447,0.492448,0.412044,3.534867
6.057471,0.930074,0.023145,3.2E-05,9.258194,0.490388,0.41205,3.529729
6.058658,0.928308,0.023139,3.2E-05,9.258762,0.487917,0.41194,3.524629
6.046159,0.935558,0.023184,3.2E-05,9.254486,0.487879,0.411516,3.520507
6.050661,0.932936,0.023187,3.2E-05,9.248738,0.487415,0.409829,3.516204
6.071751,0.929401,0.023183,3.2E-05,9.243834,0.48657,0.412365,3.511441
6.085599,0.932036,0.022499,3.2E-05,9.231445,0.48969,0.41933,3.521544
6.078419,0.935129,0.022662,3.2E-05,9.247305,0.489323,0.419018,3.523549
6.076757,0.937142,0.022667,3.2E-05,9.248335,0.484393,0.418504,3.524379
6.062718,0.947017,0.022621,3.2E-05,9.219219,0.483263,0.418618,3.521472
6.070549,0.945669,0.02102,3.2E-05,9.178241,0.482181,0.418593,3.52514
6.100221,0.94176,0.021001,3.2E-05,9.168033,0.481926,0.408619,3.5206
6.096291,0.940799,0.019936,3.2E-05,9.150114,0.482193,0.406641,3.540204
6.095727,0.937923,0.019935,3.2E-05,9.138992,0.488383,0.406834,3.545944
6.094603,0.937689,0.019939,3.2E-05,9.121195,0.490231,0.406885,3.547125
6.076436,0.93929,0.019938,3.2E-05,9.125588,0.489983,0.41077,3.548955
6.063621,0.937153,0.01994,3.2E-05,9.15239,0.494646,0.413346,3.557099
6.084231,0.939663,0.020267,3.2E-05,9.161057,0.495716,0.414406,3.551683
6.091092,0.934879,0.020274,3.2E-05,9.141044,0.494893,0.414509,3.575885
6.089986,0.936788,0.020318,3.2E-05,9.144648,0.497031,0.417006,3.581966
6.104036,0.938766,0.020383,3.2E-05,9.146171,0.496965,0.416884,3.582286
6.100441,0.924728,0.020942,3.2E-05,9.158278,0.496716,0.418323,3.577055
6.098118,0.924885,0.020938,3.2E-05,9.142288,0.496604,0.418333,3.574139
6.10727,0.92616,0.020976,3.2E-05,9.119326,0.496495,0.418392,3.578911
6.127296,0.923885,0.020984,3.2E-05,9.105151,0.487902,0.415261,3.578466
6.127907,0.920926,0.020979,3.2E-05,9.188664,0.503715,0.423284,3.623901
6.122577,0.921589,0.020985,3.2E-05,9.161514,0.503101,0.423345,3.629169
6.12957,0.906998,0.020986,3.2E-05,9.164474,0.503588,0.423676,3.629005
6.114695,0.90751,0.020985,3.2E-05,9.147426,0.503422,0.421547,3.624811
6.105504,0.908789,0.020987,3.2E-05,9.124864,0.50295,0.422822,3.627534
6.104279,0.910428,0.020985,3.2E-05,9.110957,0.495477,0.420376,3.623356
6.103125,0.910421,0.020986,3.2E-05,9.093508,0.498603,0.420405,3.618745
6.10549,0.908917,0.020986,3.2E-05,9.073105,0.499803,0.421064,3.617576
6.105721,0.904705,0.020938,3.2E-05,9.078666,0.500867,0.41951,3.610873
6.089997,0.905505,0.020973,3.2E-05,9.084049,0.501336,0.419312,3.607999
6.100717,0.906204,0.021014,3.2E-05,9.098956,0.500715,0.41997,3.603229
6.087736,0.906075,0.020947,3.2E-05,9.098165,0.497756,0.412455,3.594878
6.091273,0.901829,0.020773,3.2E-05,9.059525,0.499562,0.410723,3.591399
6.081943,0.901442,0.020769,3.2E-05,9.050036,0.500254,0.410812,3.586311
6.080509,0.888816,0.020772,3.2E-05,9.087978,0.500366,0.411489,3.589075
6.058594,0.889992,0.020772,3.2E-05,9.111689,0.502007,0.41148,3.585834
6.038798,0.893611,0.020782,3.2E-05,9.122886,0.505002,0.411511,3.590317
6.046985,0.895419,0.020791,3.2E-05,9.136133,0.507432,0.411697,3.572318
6.052259,0.899062,0.020794,3.2E-05,9.125508,0.501684,0.414542,3.58267
6.045955,0.899964,0.021275,3.2E-05,9.133502,0.500202,0.416543,3.581191
6.044631,0.898167,0.021272,3.2E-05,9.138499,0.500026,0.412643,3.577152
6.045587,0.898391,0.021274,3.2E-05,9.12042,0.49773,0.41026,3.562996
6.027293,0.899862,0.02152,3.2E-05,9.114188,0.496479,0.409287,3.553911
6.051889,0.900745,0.021514,3.2E-05,9.122004,0.496409,0.409108,3.545508
6.095339,0.905042,0.02147,3.2E-05,9.109558,0.494093,0.406702,3.544927
6.080122,0.904966,0.021483,3.3E-05,9.120909,0.497399,0.409343,3.552029
6.077535,0.907965,0.020931,3.2E-05,9.139298,0.497163,0.408034,3.561543
6.07234,0.908453,0.020933,3.2E-05,9.178731,0.497036,0.410287,3.568319
6.15254,0.907427,0.020895,3.2E-05,9.205692,0.496711,0.410312,3.564442
6.137619,0.90768,0.020889,3.2E-05,9.223757,0.496745,0.419364,3.576924
6.135988,0.907766,0.020892,3.3E-05,9.155481,0.483072,0.411373,3.531622
6.156114,0.903471,0.020885,3.3E-05,9.181998,0.482623,0.41139,3.530191
6.148104,0.915293,0.020841,3.3E-05,9.198752,0.481476,0.411332,3.525944
6.213901,0.915297,0.020843,3.3E-05,9.223822,0.484002,0.413015,3.522035
6.204813,0.914034,0.021007,3.3E-05,9.24684,0.481705,0.412009,3.529121
6.210824,0.914658,0.021012,3.3E-05,9.294108,0.483796,0.412434,3.527599
6.210344,0.919055,0.021547,3.3E-05,9.323122,0.480676,0.412972,3.52852
6.21286,0.921549,0.022325,3.3E-05,9.340734,0.48053,0.412447,3.528681
6.30831,0.916267,0.022326,3.3E-05,9.350686,0.478899,0.415973,3.534523
6.300123,0.914869,0.022288,3.3E-05,9.36398,0.478563,0.416201,3.544789
6.268449,0.910487,0.022242,3.3E-05,9.380736,0.478031,0.413068,3.535042
6.255208,0.908574,0.022235,3.3E-05,9.399705,0.477758,0.411814,3.529699
6.257589,0.908318,0.022237,3.3E-05,9.427673,0.475932,0.411891,3.525763
6.27372,0.904399,0.022194,3.3E-05,9.431466,0.474945,0.411947,3.526317
6.330027,0.904535,0.022667,3.4E-05,9.414795,0.473353,0.41118,3.523093
6.325772,0.902895,0.022664,3.4E-05,9.403203,0.471672,0.411165,3.536859
6.321783,0.897133,0.022658,3.4E-05,9.421018,0.468785,0.41111,3.532456
6.314876,0.898741,0.022651,3.4E-05,9.431344,0.465422,0.411117,3.529883
6.305296,0.89832,0.023731,3.4E-05,9.446713,0.464328,0.408278,3.514766
6.313731,0.899184,0.023248,3.4E-05,9.446126,0.463067,0.406335,3.510963
6.420441,0.899299,0.023249,3.5E-05,9.408395,0.4626,0.410383,3.519618
6.430116,0.898992,0.023248,3.5E-05,9.372187,0.45812,0.416004,3.533309
6.42966,0.894578,0.022685,3.5E-05,9.341934,0.45792,0.419549,3.547518
6.403252,0.893899,0.022687,3.5E-05,9.332775,0.457412,0.419647,3.537224
6.356093,0.887068,0.022683,3.4E-05,9.328827,0.456982,0.419736,3.534048
6.355489,0.885195,0.022605,3.5E-05,9.306525,0.45329,0.417078,3.534021
6.369841,0.888186,0.022602,3.4E-05,9.27991,0.457394,0.417599,3.530627
6.433025,0.889339,0.022605,3.4E-05,9.236777,0.457099,0.415418,3.532108
6.327701,0.88882,0.022607,3.5E-05,9.218865,0.457035,0.415333,3.545311
6.329107,0.8888,0.022615,3.5E-05,9.226755,0.461287,0.406298,3.53841
6.32791,0.888719,0.022617,3.5E-05,9.19594,0.46055,0.406327,3.538405
6.298653,0.888979,0.022616,3.5E-05,9.180265,0.460582,0.406341,3.53463
6.311667,0.8831,0.022614,3.5E-05,9.15361,0.460636,0.406376,3.538694
6.32711,0.883074,0.02261,3.5E-05,9.122221,0.45758,0.404752,3.541955
6.330628,0.883127,0.022443,3.5E-05,9.089362,0.461694,0.404848,3.538091
6.326972,0.881119,0.022445,3.5E-05,9.046136,0.470219,0.406637,3.536093
6.32473,0.878062,0.021912,3.5E-05,9.028682,0.472293,0.406203,3.550267
6.317201,0.87718,0.021135,3.4E-05,9.031305,0.474282,0.406263,3.548847
