5.963658,8.038468,0.023238,3.2E-05,6.602067,0.497662,3.278755
5.944992,8.018922,0.021996,3.2E-05,6.841172,0.494969,3.272283
5.972231,7.992541,0.02127,3.2E-05,7.085144,0.492192,3.26881
5.97438,7.963886,0.021239,3.2E-05,7.323603,0.49037,3.260163
5.992711,7.934597,0.021172,3.2E-05,7.554256,0.491101,3.253751
5.995577,7.905196,0.021128,3.2E-05,7.818252,0.490588,3.251781
5.985204,7.924002,0.021176,3.2E-05,8.070617,0.490661,3.250365
5.995459,7.926592,0.021178,3.2E-05,8.084338,0.494104,3.252095
5.978844,7.890062,0.02096,3.1E-05,8.056643,0.478793,3.226261
5.962229,7.867991,0.020861,3.1E-05,8.044871,0.470749,3.211265
5.98056,7.85366,0.020796,3.1E-05,8.022672,0.469048,3.212949
5.9662,7.852644,0.020817,3.1E-05,8.009352,0.468631,3.208493
5.962865,7.858363,0.020822,3.1E-05,8.004691,0.468096,3.210311
5.964654,7.833347,0.020799,3.1E-05,8.021651,0.467639,3.205699
5.951418,7.860535,0.02087,3.1E-05,8.016458,0.467332,3.202788
5.972792,7.864426,0.020867,3.1E-05,7.995028,0.468615,3.202811
5.971788,7.830965,0.020861,3.1E-05,8.02323,0.468959,3.195134
5.947389,7.842696,0.020849,3.1E-05,8.034288,0.466278,3.191463
5.969603,7.843422,0.02084,3.1E-05,8.028666,0.468145,3.189507
5.963502,7.838907,0.020855,3.1E-05,8.037334,0.470096,3.179043
5.962751,7.839477,0.020861,3.1E-05,8.025532,0.469907,3.176734
5.959457,7.823305,0.020818,3.1E-05,8.036408,0.469819,3.176177
5.934628,7.843817,0.020825,3.1E-05,8.02945,0.46818,3.170996
5.963922,7.840788,0.02077,3.1E-05,8.006748,0.469259,3.167555
5.964922,7.814945,0.020757,3.1E-05,8.006679,0.467967,3.159398
5.944273,7.826517,0.020939,3.1E-05,8.008734,0.479842,3.191826
5.934271,7.799333,0.020919,3.1E-05,8.019048,0.479785,3.162405
5.904027,7.821183,0.020405,3.1E-05,8.018028,0.481105,3.164515
5.925682,7.809567,0.020325,3.1E-05,8.019866,0.481238,3.158369
5.90612,7.80464,0.020327,3.1E-05,8.029922,0.48123,3.145883
5.910086,7.820236,0.019883,3.1E-05,8.010484,0.480958,3.143606
5.92314,7.811799,0.019885,3E-05,8.007787,0.48109,3.14874
5.905405,7.819961,0.019899,3E-05,8.009818,0.481086,3.1443
5.923545,7.814303,0.019875,3E-05,8.028265,0.48114,3.14491
5.898529,7.820654,0.019882,3E-05,8.059199,0.479777,3.143933
5.900551,7.840329,0.020141,3E-05,8.042382,0.479461,3.140133
5.905722,7.811296,0.020093,3E-05,8.077765,0.479559,3.142495
5.885375,7.82819,0.020094,3E-05,8.089191,0.477922,3.14071
5.907123,7.841368,0.020098,3E-05,8.088111,0.477695,3.139556
5.907609,7.830411,0.02015,3E-05,8.114951,0.477713,3.142656
5.899649,7.846724,0.020151,3E-05,8.133615,0.477755,3.139864
5.901874,7.835335,0.020114,3E-05,8.170374,0.477562,3.147747
5.88971,7.859954,0.020117,3E-05,8.194312,0.4773,3.147148
5.90894,7.871657,0.020117,3E-05,8.196237,0.476987,3.148124
5.919806,7.861526,0.020072,3E-05,8.198385,0.477352,3.151097
5.913005,7.869172,0.020079,2.9E-05,8.211213,0.47539,3.153917
5.918303,7.869982,0.02008,2.9E-05,8.221068,0.477693,3.154921
5.924174,7.866662,0.020076,3E-05,8.225245,0.477568,3.157019
5.921958,7.870448,0.020077,3E-05,8.22941,0.475442,3.154887
5.923423,7.859017,0.020106,3E-05,8.241488,0.473255,3.155596
5.922254,7.872622,0.020117,3E-05,8.262623,0.477583,3.161332
5.928246,7.872272,0.020122,3E-05,8.290145,0.479304,3.188704
5.945526,7.876485,0.020236,3E-05,8.295211,0.479484,3.192425
5.918719,7.87881,0.020236,3E-05,8.303047,0.480834,3.191269
5.916467,7.907049,0.020263,3E-05,8.277989,0.481006,3.192037
5.938325,7.892091,0.020082,3E-05,8.269742,0.47089,3.159761
5.952008,7.89736,0.020078,3E-05,8.265781,0.470915,3.163297
5.958207,7.89156,0.02006,3E-05,8.262758,0.469618,3.16914
5.960558,7.901155,0.02008,3E-05,8.261424,0.47026,3.167642
5.96996,7.913783,0.020085,3E-05,8.243073,0.470336,3.175903
5.988542,7.902486,0.020101,3E-05,8.240231,0.47094,3.175546
5.973321,7.898397,0.020083,3E-05,8.258908,0.471088,3.174405
5.971742,7.895827,0.020068,3.1E-05,8.272688,0.472861,3.175055
5.971667,7.910519,0.020072,3.1E-05,8.300627,0.474061,3.188545
5.995259,7.928065,0.020074,3.1E-05,8.289766,0.476328,3.19674
6.009539,7.924523,0.019858,3.1E-05,8.302312,0.47642,3.20498
6.019666,7.953693,0.01986,3.1E-05,8.287044,0.478138,3.209923
6.04288,7.948412,0.019875,3.1E-05,8.275736,0.480694,3.211317
6.033243,7.971229,0.019876,3.1E-05,8.288882,0.483271,3.218094
6.051482,7.982162,0.019839,3.1E-05,8.289496,0.485179,3.221524
6.044657,7.981581,0.019852,3.1E-05,8.2755,0.490131,3.227931
6.069714,7.997522,0.019874,3.1E-05,8.269102,0.492238,3.229502
6.078627,7.997766,0.01994,3.2E-05,8.25624,0.492535,3.23417
6.079009,7.986268,0.019944,3.2E-05,8.247231,0.498579,3.231622
6.072948,7.975931,0.019918,3.2E-05,8.249814,0.499367,3.230046
6.058375,7.996389,0.019917,3.2E-05,8.244923,0.499566,3.22905
6.074252,7.99558,0.019917,3.2E-05,8.233077,0.497948,3.226279
6.06947,8.018699,0.020354,3.3E-05,8.246915,0.499333,3.227172
6.065038,8.014673,0.02035,3.3E-05,8.234584,0.499528,3.234499
6.06759,8.01708,0.020856,3.3E-05,8.244143,0.499815,3.232329
6.066246,8.019057,0.020841,3.3E-05,8.238178,0.495576,3.23129
6.082847,8.021025,0.020999,3.3E-05,8.200937,0.493646,3.203326
6.058087,7.999259,0.020883,3.3E-05,8.224349,0.494506,3.208847
6.070799,8.022977,0.020894,3.2E-05,8.219982,0.494114,3.211589
6.071477,7.992797,0.020881,3.2E-05,8.235212,0.494121,3.208834
6.050735,8.017057,0.020884,3.3E-05,8.227467,0.492383,3.215866
6.063498,8.018269,0.020885,3.2E-05,8.21598,0.492098,3.210719
6.059503,8.000544,0.020872,3.2E-05,8.227054,0.491867,3.200754
6.043742,8.004035,0.020849,3.2E-05,8.224514,0.492369,3.200409
6.033924,7.990377,0.020854,3.2E-05,8.251679,0.492159,3.196433
6.014057,8.008317,0.020845,3.2E-05,8.244022,0.491511,3.207101
