Total Volume, Total Energy, Total Energy (Particle) 
1.8204,7186.88553,6616.676995
1.8152,7154.166831,6626.947298
1.8232,7219.407816,6636.849987
1.82,7202.184614,6647.335399
1.8168,7175.1671,6659.337595
1.8128,7155.474429,6673.288018
1.8212,7219.402616,6683.023222
1.8172,7178.786313,6691.840026
1.8176,7175.927789,6701.784614
1.818,7188.288037,6708.684116
1.816,7166.155714,6713.541088
1.8144,7152.821141,6716.754862
1.8172,7172.757437,6718.401535
1.814,7133.836327,6718.419172
1.8212,7187.387281,6717.634523
1.8168,7153.382434,6715.068131
1.82,7170.657346,6711.276241
1.8228,7190.245951,6706.346099
1.8176,7132.566532,6700.485245
1.8164,7124.12455,6693.993009
1.8224,7162.895237,6686.84152
1.822,7164.845367,6679.214091
1.8192,7140.400606,6671.306643
1.8176,7122.572194,6663.42128
1.8252,7174.134634,6655.39269
1.818,7133.591663,6647.128792
1.8188,7134.928968,6640.931142
1.8216,7158.524598,6634.492783
1.8212,7166.669788,6627.051119
1.8144,7110.120648,6622.993797
1.8264,7210.52257,6617.632461
1.8232,7194.082795,6614.115269
1.8208,7179.349275,6612.007447
1.8268,7230.327698,6609.201704
1.8236,7211.625759,6607.922113
1.8304,7267.192721,6607.179371
1.8308,7272.304251,6606.664788
1.83,7271.204651,6606.375985
1.8288,7283.513115,6605.982315
1.8272,7265.398313,6602.212856
1.8328,7307.669027,6599.91397
1.826,7254.454703,6596.100904
1.8292,7261.870982,6590.897041
1.8312,7287.254532,6585.389423
1.832,7277.446883,6580.27864
1.8264,7227.148334,6576.246354
1.8304,7260.395208,6572.072479
1.828,7230.277311,6567.578087
1.8336,7257.989511,6563.047359
1.8352,7290.11884,6558.086403
1.8368,7279.803168,6552.979945
1.84,7311.213946,6547.904765
1.8292,7205.93475,6543.360034
1.8332,7233.537683,6539.258157
1.8336,7235.833853,6536.066303
1.8276,7187.967003,6533.858317
1.8264,7162.914452,6533.69315
1.83,7184.90647,6534.06022
1.8276,7174.416906,6536.459545
1.8296,7187.252822,6540.752519
1.824,7143.370235,6547.241198
1.8228,7138.237836,6554.551851
1.824,7159.850241,6562.22209
1.82,7128.786368,6571.263264
1.8188,7126.728892,6579.513426
1.8256,7185.397096,6588.526172
1.8216,7161.802378,6596.934877
1.8188,7143.56606,6605.38563
1.816,7128.880575,6614.704918
1.8208,7167.400916,6623.854083
1.8196,7160.70155,6633.88746
1.8188,7153.716974,6644.46777
1.8188,7161.570814,6653.319486
1.82,7151.965026,6661.036558
1.8136,7110.375504,6668.776624
1.816,7124.021227,6673.741367
1.8156,7113.092412,6677.610329
1.8212,7158.474801,6680.151685
1.8128,7098.810889,6681.036489
1.8196,7126.575356,6680.028628
1.8156,7104.260266,6678.488108
1.8184,7107.609738,6675.704758
1.816,7090.458735,6671.653398
1.818,7100.112872,6666.632336
1.8172,7095.57712,6660.999329
1.8188,7106.521072,6654.646223
1.8188,7096.094581,6647.590765
1.8172,7091.777604,6639.63749
1.8196,7094.559502,6632.691915
1.8216,7115.013341,6624.246538
1.8136,7055.307408,6617.434972
1.8164,7072.081798,6611.025381
1.8272,7161.536275,6604.573865
1.816,7076.707936,6599.001833
1.8212,7123.491799,6593.66954
1.8208,7125.280288,6589.107033
1.8248,7162.287186,6584.815057
1.8236,7158.271066,6581.035901
1.8184,7127.167571,6578.622755
1.8272,7198.08973,6576.841502
1.8244,7180.926816,6574.010844
1.8188,7144.045492,6571.385434
1.8292,7223.884009,6568.401539
1.8296,7231.698455,6565.445223
1.8264,7204.842015,6561.16885
1.83,7232.385796,6557.879678
1.8308,7245.431321,6552.844813
1.8352,7271.042809,6547.658671
1.83,7235.081782,6543.094437
1.8308,7226.270199,6537.491963
1.8328,7244.339276,6532.777195
1.8372,7281.299729,6527.841631
1.8344,7259.63451,6523.040293
1.8404,7284.849401,6518.998933
1.84,7285.924857,6515.05987
1.8336,7224.606405,6511.182383
1.8388,7261.97783,6507.296242
1.8388,7269.570675,6503.613844
1.8392,7257.76376,6500.604107
1.8312,7186.211247,6498.255668
1.8364,7221.043597,6496.551207
1.8316,7174.909974,6496.074424
1.83,7165.151967,6497.44506
1.8296,7163.720876,6500.877029
1.8336,7180.770632,6507.504419
1.8276,7144.718718,6513.970954
1.8284,7152.412416,6524.12393
1.8332,7197.41058,6534.090662
1.826,7148.931335,6544.0672
1.8288,7174.198043,6554.147592
1.8216,7122.513475,6563.378153
1.8256,7159.457071,6572.799842
1.8188,7113.746096,6583.193212
1.8272,7174.241755,6591.908134
1.8204,7127.755387,6603.109173
1.8248,7159.303498,6612.234461
1.8212,7135.995369,6622.495464
1.8204,7137.813436,6634.098601
1.8172,7108.172443,6641.181987
1.8204,7117.577167,6648.267402
1.8176,7111.622826,6654.086153
1.8172,7091.828849,6656.240504
1.8156,7088.309399,6657.662712
1.8184,7099.86434,6656.734398
1.8196,7106.943764,6655.070369
1.8152,7065.163976,6652.184403
1.8208,7093.205492,6648.635333
1.822,7108.196425,6644.322599
1.8176,7075.704585,6639.399913
1.8156,7049.923787,6633.761354
1.8216,7084.290963,6627.529518
1.8176,7054.209821,6621.026771
1.8148,7036.387012,6614.057177
1.8216,7076.29274,6607.090891
1.8132,7026.646986,6599.719364
1.8136,7024.976846,6593.034589
1.8192,7071.010121,6586.350899
1.8176,7053.265669,6580.204405
1.82,7079.45314,6573.345637
1.8164,7060.017162,6568.273418
1.8164,7058.044331,6564.483571
1.8228,7116.882065,6560.897669
1.8244,7133.791653,6558.944679
1.818,7088.896437,6556.207825
1.832,7205.418772,6554.295601
1.8264,7164.072586,6551.025136
1.8196,7119.570112,6547.784762
1.8288,7193.026277,6544.435882
1.828,7183.635838,6539.796515
1.8276,7189.468207,6535.24272
1.832,7218.182465,6529.411788
1.8284,7186.453446,6523.991608
1.822,7136.699865,6518.795727
1.8324,7216.688589,6513.647853
1.8324,7206.789211,6509.054546
1.8236,7140.298624,6504.626255
1.8324,7207.752626,6500.174581
1.8308,7183.142466,6495.621634
1.8312,7169.386106,6491.243235
1.8352,7210.351825,6486.883728
1.8372,7217.449421,6482.60444
1.8292,7152.991161,6478.675561
1.8356,7185.922244,6475.636721
1.8344,7181.240629,6472.709717
1.8348,7178.258174,6470.792316
1.8296,7135.344959,6469.942221
1.8284,7117.070706,6470.546131
1.8276,7106.773747,6472.341845
1.8264,7099.940005,6476.260299
1.8276,7111.287728,6481.365033
1.8328,7151.793786,6488.829354
1.8304,7141.595281,6497.490649
1.8264,7113.166951,6507.352072
1.828,7130.425063,6517.397409
1.8268,7129.725645,6527.169542
1.8248,7115.239735,6537.568111
1.818,7072.607287,6547.887918
1.822,7107.527246,6557.067306
1.8164,7068.090868,6566.133783
1.8212,7102.172065,6575.384589
1.8244,7128.411158,6585.801699
1.8136,7051.50486,6596.232566
1.8176,7070.71509,6604.877009
1.818,7082.400025,6612.579712
1.8168,7080.377392,6618.267594
1.8208,7092.590653,6622.920671
1.818,7065.33705,6625.77608
1.8184,7067.323303,6628.134099
1.82,7078.937428,6628.55852
1.8192,7060.354365,6627.490458
1.8172,7050.393976,6625.475598
1.8184,7051.654558,6622.089867
