7.351532,9.268439,0.02709,4.2E-05,13.300996,0.521523,5.711974
7.333613,9.214491,0.026836,4.1E-05,13.222885,0.516499,5.676074
7.3034,9.145814,0.026515,4.1E-05,13.116846,0.511482,5.627535
7.276297,9.09522,0.026238,4E-05,13.023302,0.506452,5.602948
7.228488,9.039121,0.025958,3.9E-05,12.914124,0.501847,5.576034
7.207368,9.034739,0.025899,3.9E-05,12.835237,0.500103,5.545017
7.042878,8.937819,0.025606,3.9E-05,12.786841,0.49891,5.52131
7.012275,8.90385,0.025305,3.9E-05,12.687936,0.49993,5.485839
6.968451,8.85037,0.025679,3.7E-05,12.601969,0.495971,5.447899
6.936319,8.779527,0.025003,3.6E-05,12.529093,0.491675,5.404771
6.894896,8.728822,0.024633,3.6E-05,12.459783,0.487877,5.365774
6.848306,8.680224,0.024394,3.5E-05,12.355083,0.484085,5.328615
6.82016,8.622243,0.024101,3.5E-05,12.272947,0.480038,5.288132
6.793862,8.56587,0.023856,3.4E-05,12.190637,0.480063,5.246367
6.751173,8.517548,0.02356,3.4E-05,12.101274,0.480305,5.209562
6.713625,8.458557,0.023276,3.4E-05,12.025521,0.477115,5.165671
6.685636,8.393245,0.022996,3.3E-05,11.921555,0.459431,5.072631
6.640896,8.348998,0.022669,3.3E-05,11.821104,0.45502,5.040347
6.59352,8.306346,0.022726,3.3E-05,11.723748,0.45015,5.006532
6.558588,8.234065,0.022435,3.2E-05,11.636958,0.445229,4.968201
6.526411,8.168897,0.022149,3.2E-05,11.551583,0.443904,4.925701
6.476946,8.134767,0.022421,3.2E-05,11.441443,0.439033,4.887227
6.435908,8.076953,0.022221,3.2E-05,11.418851,0.437787,4.878845
6.441687,8.051858,0.022088,3.1E-05,11.390472,0.437986,4.873754
6.423683,8.054831,0.021903,3.1E-05,11.312955,0.434281,4.842494
6.370001,7.982335,0.021654,3.1E-05,11.223663,0.429805,4.746243
6.345576,7.906298,0.021331,3.1E-05,11.139379,0.427143,4.732012
6.344981,7.926961,0.021329,3E-05,11.12495,0.425853,4.724982
6.351968,7.916199,0.021325,3.1E-05,11.127253,0.425908,4.723852
6.373146,7.909098,0.021325,3.1E-05,11.117828,0.425959,4.725018
6.37384,7.928656,0.021325,3.1E-05,11.102355,0.423672,4.72393
6.379875,7.927455,0.021324,3.1E-05,11.097148,0.42379,4.716369
6.383592,7.932637,0.021327,3.1E-05,11.093826,0.431355,4.768945
6.378998,7.947134,0.021329,3.2E-05,11.079096,0.43215,4.755953
6.384718,7.947754,0.021365,3.2E-05,11.095126,0.432843,4.756491
6.402205,7.931053,0.021307,3.2E-05,11.081567,0.431433,4.718668
6.391806,7.924207,0.021299,3.2E-05,11.052286,0.432342,4.721491
6.390611,7.914282,0.021311,3.2E-05,11.048432,0.426792,4.715003
6.392557,7.891801,0.020655,3.2E-05,11.038625,0.429137,4.706446
6.396844,7.896491,0.020652,3.2E-05,11.023004,0.428767,4.708053
6.39414,7.895214,0.020712,3.2E-05,11.013445,0.428416,4.702313
6.391892,7.872091,0.020685,3.2E-05,11.027564,0.429231,4.700281
6.412637,7.866412,0.02125,3.3E-05,11.005579,0.428765,4.701547
6.389799,7.872488,0.021264,3.3E-05,10.988556,0.424725,4.698549
6.398215,7.848106,0.021255,3.3E-05,11.000438,0.422263,4.700404
6.421228,7.843674,0.02125,3.3E-05,10.969365,0.420521,4.701956
6.399553,7.865018,0.021704,3.3E-05,10.959126,0.420358,4.700735
6.399231,7.834203,0.021699,3.3E-05,10.977853,0.420712,4.691217
6.423574,7.80215,0.021395,3.3E-05,10.953403,0.420656,4.683159
6.408359,7.821324,0.021852,3.3E-05,10.931252,0.421923,4.675441
6.391752,7.810807,0.021851,3.3E-05,10.924967,0.418738,4.679804
6.417867,7.781547,0.021295,3.3E-05,10.934676,0.41891,4.682895
6.405633,7.793872,0.021714,3.3E-05,10.90811,0.418919,4.67381
6.383348,7.784791,0.021713,3.3E-05,10.925123,0.417488,4.671611
6.411197,7.7575,0.021672,3.3E-05,10.928858,0.417497,4.668834
6.417185,7.773164,0.02167,3.3E-05,10.926825,0.417573,4.670635
6.39594,7.779432,0.021672,3.3E-05,10.948798,0.417794,4.671025
